Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
poniri,Verbo,poner,Español,1s:ponu;2s:poni;3s:poni;1p:ponimu;2p:poniti;3p:poninu;1s_pass:ponii;2s_pass:ponisti;3s_pass:ponìu;1p_pass:ponìmuru;2p_pass:ponìstivu;3p_pass:ponìranu,OK
porfidiari,Verbo,contendere,Italiano,1s:porfidiu;2s:porfidias;3s:porfidia;1p:porfidiamu;2p:porfidiati;3p:porfidianu;1s_pass:porfidiai;2s_pass:porfidiasti;3s_pass:porfidiau;1p_pass:porfidiàmuru;2p_pass:porfidiàstivu;3p_pass:porfidiàranu,OK
praciri,Verbo,"gustar / placer, gusto",Español,1s:pracu;2s:praci;3s:praci;1p:pracimu;2p:praciti;3p:pracinu;1s_pass:pracii;2s_pass:pracisti;3s_pass:pracìu;1p_pass:pracìmuru;2p_pass:pracìstivu;3p_pass:pracìranu,OK
precaviri,Verbo,guardarsi,Italiano,1s:precavu;2s:precavi;3s:precavi;1p:precavimu;2p:precaviti;3p:precavinu;1s_pass:precavii;2s_pass:precavisti;3s_pass:precavìu;1p_pass:precavìmuru;2p_pass:precavìstivu;3p_pass:precavìranu,OK
priari,Verbo,orar,Español,1s:priu;2s:prias;3s:pria;1p:priamu;2p:priati;3p:prianu;1s_pass:priai;2s_pass:priasti;3s_pass:priau;1p_pass:priàmuru;2p_pass:priàstivu;3p_pass:priàranu,OK
prifiriri,Verbo,preferir,Español,1s:prifiru;2s:prifiri;3s:prifiri;1p:prifirimu;2p:prifiriti;3p:prifirinu;1s_pass:prifirii;2s_pass:prifiristi;3s_pass:prifirìu;1p_pass:prifirìmuru;2p_pass:prifirìstivu;3p_pass:prifirìranu,OK
prigari,Verbo,orar,Español,1s:prigu;2s:prigas;3s:priga;1p:prigamu;2p:prigati;3p:priganu;1s_pass:prigai;2s_pass:prigasti;3s_pass:prigau;1p_pass:prigàmuru;2p_pass:prigàstivu;3p_pass:prigàranu,OK
prijari,Verbo,orar,Español,1s:priju;2s:prijas;3s:prija;1p:prijamu;2p:prijati;3p:prijanu;1s_pass:prijai;2s_pass:prijasti;3s_pass:prijau;1p_pass:prijàmuru;2p_pass:prijàstivu;3p_pass:prijàranu,OK
prilivari,Verbo,sacar dinero,Español,1s:prilivu;2s:prilivas;3s:priliva;1p:prilivamu;2p:prilivati;3p:prilivanu;1s_pass:prilivai;2s_pass:prilivasti;3s_pass:prilivau;1p_pass:prilivàmuru;2p_pass:prilivàstivu;3p_pass:prilivàranu,OK
principiari,Verbo,"empezar, principiar, comenzar",Español,1s:principiu;2s:principias;3s:principia;1p:principiamu;2p:principiati;3p:principianu;1s_pass:principiai;2s_pass:principiasti;3s_pass:principiau;1p_pass:principiàmuru;2p_pass:principiàstivu;3p_pass:principiàranu,OK
prinutari,Verbo,reservar,Español,1s:prinutu;2s:prinutas;3s:prinuta;1p:prinutamu;2p:prinutati;3p:prinutanu;1s_pass:prinutai;2s_pass:prinutasti;3s_pass:prinutau;1p_pass:prinutàmuru;2p_pass:prinutàstivu;3p_pass:prinutàranu,OK
priparari,Verbo,preparar,Español,1s:priparu;2s:priparas;3s:pripara;1p:priparamu;2p:priparati;3p:priparanu;1s_pass:priparai;2s_pass:priparasti;3s_pass:priparau;1p_pass:priparàmuru;2p_pass:priparàstivu;3p_pass:priparàranu,OK
prisintari,Verbo,presentar,Español,1s:prisintu;2s:prisintas;3s:prisinta;1p:prisintamu;2p:prisintati;3p:prisintanu;1s_pass:prisintai;2s_pass:prisintasti;3s_pass:prisintau;1p_pass:prisintàmuru;2p_pass:prisintàstivu;3p_pass:prisintàranu,OK
prodùciri,Verbo,producir,Español,1s:prodùcu;2s:prodùci;3s:prodùci;1p:prodùcimu;2p:prodùciti;3p:prodùcinu;1s_pass:prodùcii;2s_pass:prodùcisti;3s_pass:prodùcìu;1p_pass:prodùcìmuru;2p_pass:prodùcìstivu;3p_pass:prodùcìranu,OK
prudiri,Verbo,picar (prurito),Español,1s:prudu;2s:prudi;3s:prudi;1p:prudimu;2p:pruditi;3p:prudinu;1s_pass:prudii;2s_pass:prudisti;3s_pass:prudìu;1p_pass:prudìmuru;2p_pass:prudìstivu;3p_pass:prudìranu,OK
prudùciri,Verbo,producir,Español,1s:prudùcu;2s:prudùci;3s:prudùci;1p:prudùcimu;2p:prudùciti;3p:prudùcinu;1s_pass:prudùcii;2s_pass:prudùcisti;3s_pass:prudùcìu;1p_pass:prudùcìmuru;2p_pass:prudùcìstivu;3p_pass:prudùcìranu,OK
pruficari,Verbo,lasciare scorrere una sartia per la puleggia,Italiano,1s:pruficu;2s:pruficas;3s:prufica;1p:pruficamu;2p:pruficati;3p:pruficanu;1s_pass:pruficai;2s_pass:pruficasti;3s_pass:pruficau;1p_pass:pruficàmuru;2p_pass:pruficàstivu;3p_pass:pruficàranu,OK
prumittiri,Verbo,prometer,Español,1s:prumittu;2s:prumitti;3s:prumitti;1p:prumittimu;2p:prumittiti;3p:prumittinu;1s_pass:prumittii;2s_pass:prumittisti;3s_pass:prumittìu;1p_pass:prumittìmuru;2p_pass:prumittìstivu;3p_pass:prumittìranu,OK
prumèttiri,Verbo,prometer,Español,1s:prumèttu;2s:prumètti;3s:prumètti;1p:prumèttimu;2p:prumèttiti;3p:prumèttinu;1s_pass:prumèttii;2s_pass:prumèttisti;3s_pass:prumèttìu;1p_pass:prumèttìmuru;2p_pass:prumèttìstivu;3p_pass:prumèttìranu,OK
prumòviri,Verbo,promover,Español,1s:prumòvu;2s:prumòvi;3s:prumòvi;1p:prumòvimu;2p:prumòviti;3p:prumòvinu;1s_pass:prumòvii;2s_pass:prumòvisti;3s_pass:prumòvìu;1p_pass:prumòvìmuru;2p_pass:prumòvìstivu;3p_pass:prumòvìranu,OK
prupòniri,Verbo,proponer,Español,1s:prupònu;2s:prupòni;3s:prupòni;1p:prupònimu;2p:prupòniti;3p:prupòninu;1s_pass:prupònii;2s_pass:prupònisti;3s_pass:prupònìu;1p_pass:prupònìmuru;2p_pass:prupònìstivu;3p_pass:prupònìranu,OK
pruvari,Verbo,probar,Español,1s:pruvu;2s:pruvas;3s:pruva;1p:pruvamu;2p:pruvati;3p:pruvanu;1s_pass:pruvai;2s_pass:pruvasti;3s_pass:pruvau;1p_pass:pruvàmuru;2p_pass:pruvàstivu;3p_pass:pruvàranu,OK
prànciri,Verbo,"versar fuori per la bocca, traboccare (di vasi)",Italiano,1s:pràncu;2s:prànci;3s:prànci;1p:pràncimu;2p:prànciti;3p:pràncinu;1s_pass:pràncii;2s_pass:pràncisti;3s_pass:pràncìu;1p_pass:pràncìmuru;2p_pass:pràncìstivu;3p_pass:pràncìranu,OK
prùdiri,Verbo,picar (prurito),Español,1s:prùdu;2s:prùdi;3s:prùdi;1p:prùdimu;2p:prùditi;3p:prùdinu;1s_pass:prùdii;2s_pass:prùdisti;3s_pass:prùdìu;1p_pass:prùdìmuru;2p_pass:prùdìstivu;3p_pass:prùdìranu,OK
puliri,Verbo,limpiar,Español,1s:pulu;2s:puli;3s:puli;1p:pulimu;2p:puliti;3p:pulinu;1s_pass:pulii;2s_pass:pulisti;3s_pass:pulìu;1p_pass:pulìmuru;2p_pass:pulìstivu;3p_pass:pulìranu,OK
puliziari,Verbo,limpiar,Español,1s:puliziu;2s:pulizias;3s:pulizia;1p:puliziamu;2p:puliziati;3p:pulizianu;1s_pass:puliziai;2s_pass:puliziasti;3s_pass:puliziau;1p_pass:puliziàmuru;2p_pass:puliziàstivu;3p_pass:puliziàranu,OK
pulizziari,Verbo,limpiar,Español,1s:pulizziu;2s:pulizzias;3s:pulizzia;1p:pulizziamu;2p:pulizziati;3p:pulizzianu;1s_pass:pulizziai;2s_pass:pulizziasti;3s_pass:pulizziau;1p_pass:pulizziàmuru;2p_pass:pulizziàstivu;3p_pass:pulizziàranu,OK
puriziari,Verbo,limpiar,Español,1s:puriziu;2s:purizias;3s:purizia;1p:puriziamu;2p:puriziati;3p:purizianu;1s_pass:puriziai;2s_pass:puriziasti;3s_pass:puriziau;1p_pass:puriziàmuru;2p_pass:puriziàstivu;3p_pass:puriziàranu,OK
purizziari,Verbo,limpiar,Español,1s:purizziu;2s:purizzias;3s:purizzia;1p:purizziamu;2p:purizziati;3p:purizzianu;1s_pass:purizziai;2s_pass:purizziasti;3s_pass:purizziau;1p_pass:purizziàmuru;2p_pass:purizziàstivu;3p_pass:purizziàranu,OK
purtantiari,Verbo,camminare,Italiano,1s:purtantiu;2s:purtantias;3s:purtantia;1p:purtantiamu;2p:purtantiati;3p:purtantianu;1s_pass:purtantiai;2s_pass:purtantiasti;3s_pass:purtantiau;1p_pass:purtantiàmuru;2p_pass:purtantiàstivu;3p_pass:purtantiàranu,OK
purtari,Verbo,llevar,Español,1s:purtu;2s:purtas;3s:purta;1p:purtamu;2p:purtati;3p:purtanu;1s_pass:purtai;2s_pass:purtasti;3s_pass:purtau;1p_pass:purtàmuru;2p_pass:purtàstivu;3p_pass:purtàranu,OK
pàriri,Verbo,parecer / parecer,Español,1s:pàru;2s:pàri;3s:pàri;1p:pàrimu;2p:pàriti;3p:pàrinu;1s_pass:pàrii;2s_pass:pàristi;3s_pass:pàrìu;1p_pass:pàrìmuru;2p_pass:pàrìstivu;3p_pass:pàrìranu,OK
pàsciri,Verbo,"pacer, pastar",Español,1s:pàscu;2s:pàsci;3s:pàsci;1p:pàscimu;2p:pàsciti;3p:pàscinu;1s_pass:pàscii;2s_pass:pàscisti;3s_pass:pàscìu;1p_pass:pàscìmuru;2p_pass:pàscìstivu;3p_pass:pàscìranu,OK
pèddiri,Verbo,perder,Español,1s:pèddu;2s:pèddi;3s:pèddi;1p:pèddimu;2p:pèdditi;3p:pèddinu;1s_pass:pèddii;2s_pass:pèddisti;3s_pass:pèddìu;1p_pass:pèddìmuru;2p_pass:pèddìstivu;3p_pass:pèddìranu,OK
pèrdiri,Verbo,perder,Español,1s:pèrdu;2s:pèrdi;3s:pèrdi;1p:pèrdimu;2p:pèrditi;3p:pèrdinu;1s_pass:pèrdii;2s_pass:pèrdisti;3s_pass:pèrdìu;1p_pass:pèrdìmuru;2p_pass:pèrdìstivu;3p_pass:pèrdìranu,OK
quaciari,Verbo,scalciare (sferrare calci),Italiano,1s:quaciu;2s:quacias;3s:quacia;1p:quaciamu;2p:quaciati;3p:quacianu;1s_pass:quaciai;2s_pass:quaciasti;3s_pass:quaciau;1p_pass:quaciàmuru;2p_pass:quaciàstivu;3p_pass:quaciàranu,OK
quadiari,Verbo,calentar,Español,1s:quadiu;2s:quadias;3s:quadia;1p:quadiamu;2p:quadiati;3p:quadianu;1s_pass:quadiai;2s_pass:quadiasti;3s_pass:quadiau;1p_pass:quadiàmuru;2p_pass:quadiàstivu;3p_pass:quadiàranu,OK
quagghiari,Verbo,"cuajarse, coagularse",Español,1s:quagghiu;2s:quagghias;3s:quagghia;1p:quagghiamu;2p:quagghiati;3p:quagghianu;1s_pass:quagghiai;2s_pass:quagghiasti;3s_pass:quagghiau;1p_pass:quagghiàmuru;2p_pass:quagghiàstivu;3p_pass:quagghiàranu,OK
quatilari,Verbo,protegir,Español,1s:quatilu;2s:quatilas;3s:quatila;1p:quatilamu;2p:quatilati;3p:quatilanu;1s_pass:quatilai;2s_pass:quatilasti;3s_pass:quatilau;1p_pass:quatilàmuru;2p_pass:quatilàstivu;3p_pass:quatilàranu,OK
querennari,Verbo,censurar,Español,1s:querennu;2s:querennas;3s:querenna;1p:querennamu;2p:querennati;3p:querennanu;1s_pass:querennai;2s_pass:querennasti;3s_pass:querennau;1p_pass:querennàmuru;2p_pass:querennàstivu;3p_pass:querennàranu,OK
raggiunari,Verbo,"razonar (usar la mente), pensar, reflexionar",Español,1s:raggiunu;2s:raggiunas;3s:raggiuna;1p:raggiunamu;2p:raggiunati;3p:raggiunanu;1s_pass:raggiunai;2s_pass:raggiunasti;3s_pass:raggiunau;1p_pass:raggiunàmuru;2p_pass:raggiunàstivu;3p_pass:raggiunàranu,OK
ragiunari,Verbo,"razonar (usar la mente), pensar, reflexionar",Español,1s:ragiunu;2s:ragiunas;3s:ragiuna;1p:ragiunamu;2p:ragiunati;3p:ragiunanu;1s_pass:ragiunai;2s_pass:ragiunasti;3s_pass:ragiunau;1p_pass:ragiunàmuru;2p_pass:ragiunàstivu;3p_pass:ragiunàranu,OK
rallintari,Verbo,"aminorar, disminuir",Español,1s:rallintu;2s:rallintas;3s:rallinta;1p:rallintamu;2p:rallintati;3p:rallintanu;1s_pass:rallintai;2s_pass:rallintasti;3s_pass:rallintau;1p_pass:rallintàmuru;2p_pass:rallintàstivu;3p_pass:rallintàranu,OK
rapriri,Verbo,abrir,Español,1s:rapru;2s:rapri;3s:rapri;1p:raprimu;2p:rapriti;3p:raprinu;1s_pass:raprii;2s_pass:rapristi;3s_pass:raprìu;1p_pass:raprìmuru;2p_pass:raprìstivu;3p_pass:raprìranu,OK
rari,Verbo,dar,Español,1s:ru;2s:ras;3s:ra;1p:ramu;2p:rati;3p:ranu;1s_pass:rai;2s_pass:rasti;3s_pass:rau;1p_pass:ràmuru;2p_pass:ràstivu;3p_pass:ràranu,OK
raspari,Verbo,rascar,Español,1s:raspu;2s:raspas;3s:raspa;1p:raspamu;2p:raspati;3p:raspanu;1s_pass:raspai;2s_pass:raspasti;3s_pass:raspau;1p_pass:raspàmuru;2p_pass:raspàstivu;3p_pass:raspàranu,OK
rialari,Verbo,regalar,Español,1s:rialu;2s:rialas;3s:riala;1p:rialamu;2p:rialati;3p:rialanu;1s_pass:rialai;2s_pass:rialasti;3s_pass:rialau;1p_pass:rialàmuru;2p_pass:rialàstivu;3p_pass:rialàranu,OK
ricanùsciri,Verbo,reconocer,Español,1s:ricanùscu;2s:ricanùsci;3s:ricanùsci;1p:ricanùscimu;2p:ricanùsciti;3p:ricanùscinu;1s_pass:ricanùscii;2s_pass:ricanùscisti;3s_pass:ricanùscìu;1p_pass:ricanùscìmuru;2p_pass:ricanùscìstivu;3p_pass:ricanùscìranu,OK
ricitari,Verbo,recitar,Español,1s:ricitu;2s:ricitas;3s:ricita;1p:ricitamu;2p:ricitati;3p:ricitanu;1s_pass:ricitai;2s_pass:ricitasti;3s_pass:ricitau;1p_pass:ricitàmuru;2p_pass:ricitàstivu;3p_pass:ricitàranu,OK
ricumpinsari,Verbo,recompensar,Español,1s:ricumpinsu;2s:ricumpinsas;3s:ricumpinsa;1p:ricumpinsamu;2p:ricumpinsati;3p:ricumpinsanu;1s_pass:ricumpinsai;2s_pass:ricumpinsasti;3s_pass:ricumpinsau;1p_pass:ricumpinsàmuru;2p_pass:ricumpinsàstivu;3p_pass:ricumpinsàranu,OK
ricumpinzari,Verbo,recompensar,Español,1s:ricumpinzu;2s:ricumpinzas;3s:ricumpinza;1p:ricumpinzamu;2p:ricumpinzati;3p:ricumpinzanu;1s_pass:ricumpinzai;2s_pass:ricumpinzasti;3s_pass:ricumpinzau;1p_pass:ricumpinzàmuru;2p_pass:ricumpinzàstivu;3p_pass:ricumpinzàranu,OK
ricupirari,Verbo,recuperar,Español,1s:ricupiru;2s:ricupiras;3s:ricupira;1p:ricupiramu;2p:ricupirati;3p:ricupiranu;1s_pass:ricupirai;2s_pass:ricupirasti;3s_pass:ricupirau;1p_pass:ricupiràmuru;2p_pass:ricupiràstivu;3p_pass:ricupiràranu,OK
ricurdari,Verbo,recordar,Español,1s:ricurdu;2s:ricurdas;3s:ricurda;1p:ricurdamu;2p:ricurdati;3p:ricurdanu;1s_pass:ricurdai;2s_pass:ricurdasti;3s_pass:ricurdau;1p_pass:ricurdàmuru;2p_pass:ricurdàstivu;3p_pass:ricurdàranu,OK
ricìviri,Verbo,recibir,Español,1s:ricìvu;2s:ricìvi;3s:ricìvi;1p:ricìvimu;2p:ricìviti;3p:ricìvinu;1s_pass:ricìvii;2s_pass:ricìvisti;3s_pass:ricìvìu;1p_pass:ricìvìmuru;2p_pass:ricìvìstivu;3p_pass:ricìvìranu,OK
riditari,Verbo,heredar,Español,1s:riditu;2s:riditas;3s:ridita;1p:riditamu;2p:riditati;3p:riditanu;1s_pass:riditai;2s_pass:riditasti;3s_pass:riditau;1p_pass:riditàmuru;2p_pass:riditàstivu;3p_pass:riditàranu,OK
rifiutari,Verbo,"rechazar, rehusar, negar",Español,1s:rifiutu;2s:rifiutas;3s:rifiuta;1p:rifiutamu;2p:rifiutati;3p:rifiutanu;1s_pass:rifiutai;2s_pass:rifiutasti;3s_pass:rifiutau;1p_pass:rifiutàmuru;2p_pass:rifiutàstivu;3p_pass:rifiutàranu,OK
rigalari,Verbo,regalar,Español,1s:rigalu;2s:rigalas;3s:rigala;1p:rigalamu;2p:rigalati;3p:rigalanu;1s_pass:rigalai;2s_pass:rigalasti;3s_pass:rigalau;1p_pass:rigalàmuru;2p_pass:rigalàstivu;3p_pass:rigalàranu,OK
riguardari,Verbo,"concernir, atañer",Español,1s:riguardu;2s:riguardas;3s:riguarda;1p:riguardamu;2p:riguardati;3p:riguardanu;1s_pass:riguardai;2s_pass:riguardasti;3s_pass:riguardau;1p_pass:riguardàmuru;2p_pass:riguardàstivu;3p_pass:riguardàranu,OK
rijalari,Verbo,regalar,Español,1s:rijalu;2s:rijalas;3s:rijala;1p:rijalamu;2p:rijalati;3p:rijalanu;1s_pass:rijalai;2s_pass:rijalasti;3s_pass:rijalau;1p_pass:rijalàmuru;2p_pass:rijalàstivu;3p_pass:rijalàranu,OK
rimpruvirari,Verbo,reprochar,Español,1s:rimpruviru;2s:rimpruviras;3s:rimpruvira;1p:rimpruviramu;2p:rimpruvirati;3p:rimpruviranu;1s_pass:rimpruvirai;2s_pass:rimpruvirasti;3s_pass:rimpruvirau;1p_pass:rimpruviràmuru;2p_pass:rimpruviràstivu;3p_pass:rimpruviràranu,OK
rinisciri,Verbo,conseguir,Español,1s:riniscu;2s:rinisci;3s:rinisci;1p:riniscimu;2p:rinisciti;3p:riniscinu;1s_pass:riniscii;2s_pass:riniscisti;3s_pass:riniscìu;1p_pass:riniscìmuru;2p_pass:riniscìstivu;3p_pass:riniscìranu,OK
rinèsciri,Verbo,conseguir,Español,1s:rinèscu;2s:rinèsci;3s:rinèsci;1p:rinèscimu;2p:rinèsciti;3p:rinèscinu;1s_pass:rinèscii;2s_pass:rinèscisti;3s_pass:rinèscìu;1p_pass:rinèscìmuru;2p_pass:rinèscìstivu;3p_pass:rinèscìranu,OK
ripètiri,Verbo,repetirripeta,Español,1s:ripètu;2s:ripèti;3s:ripèti;1p:ripètimu;2p:ripètiti;3p:ripètinu;1s_pass:ripètii;2s_pass:ripètisti;3s_pass:ripètìu;1p_pass:ripètìmuru;2p_pass:ripètìstivu;3p_pass:ripètìranu,OK
riri,Verbo,decir,Español,1s:ru;2s:ri;3s:ri;1p:rimu;2p:riti;3p:rinu;1s_pass:rii;2s_pass:risti;3s_pass:rìu;1p_pass:rìmuru;2p_pass:rìstivu;3p_pass:rìranu,OK
rispùnniri,Verbo,contestar,Español,1s:rispùnnu;2s:rispùnni;3s:rispùnni;1p:rispùnnimu;2p:rispùnniti;3p:rispùnninu;1s_pass:rispùnnii;2s_pass:rispùnnisti;3s_pass:rispùnnìu;1p_pass:rispùnnìmuru;2p_pass:rispùnnìstivu;3p_pass:rispùnnìranu,OK
ristituiri,Verbo,restituir,Español,1s:ristituu;2s:ristitui;3s:ristitui;1p:ristituimu;2p:ristituiti;3p:ristituinu;1s_pass:ristituii;2s_pass:ristituisti;3s_pass:ristituìu;1p_pass:ristituìmuru;2p_pass:ristituìstivu;3p_pass:ristituìranu,OK
risìstiri,Verbo,resistir,Español,1s:risìstu;2s:risìsti;3s:risìsti;1p:risìstimu;2p:risìstiti;3p:risìstinu;1s_pass:risìstii;2s_pass:risìstisti;3s_pass:risìstìu;1p_pass:risìstìmuru;2p_pass:risìstìstivu;3p_pass:risìstìranu,OK
ritirari,Verbo,"retirar, coger",Español,1s:ritiru;2s:ritiras;3s:ritira;1p:ritiramu;2p:ritirati;3p:ritiranu;1s_pass:ritirai;2s_pass:ritirasti;3s_pass:ritirau;1p_pass:ritiràmuru;2p_pass:ritiràstivu;3p_pass:ritiràranu,OK
rivardari,Verbo,"concernir, atañer",Español,1s:rivardu;2s:rivardas;3s:rivarda;1p:rivardamu;2p:rivardati;3p:rivardanu;1s_pass:rivardai;2s_pass:rivardasti;3s_pass:rivardau;1p_pass:rivardàmuru;2p_pass:rivardàstivu;3p_pass:rivardàranu,OK
rubari,Verbo,robar,Español,1s:rubu;2s:rubas;3s:ruba;1p:rubamu;2p:rubati;3p:rubanu;1s_pass:rubai;2s_pass:rubasti;3s_pass:rubau;1p_pass:rubàmuru;2p_pass:rubàstivu;3p_pass:rubàranu,OK
rubbari,Verbo,robar,Español,1s:rubbu;2s:rubbas;3s:rubba;1p:rubbamu;2p:rubbati;3p:rubbanu;1s_pass:rubbai;2s_pass:rubbasti;3s_pass:rubbau;1p_pass:rubbàmuru;2p_pass:rubbàstivu;3p_pass:rubbàranu,OK
rumpiri,Verbo,romper,Español,1s:rumpu;2s:rumpi;3s:rumpi;1p:rumpimu;2p:rumpiti;3p:rumpinu;1s_pass:rumpii;2s_pass:rumpisti;3s_pass:rumpìu;1p_pass:rumpìmuru;2p_pass:rumpìstivu;3p_pass:rumpìranu,OK
ràpiri,Verbo,abrir,Español,1s:ràpu;2s:ràpi;3s:ràpi;1p:ràpimu;2p:ràpiti;3p:ràpinu;1s_pass:ràpii;2s_pass:ràpisti;3s_pass:ràpìu;1p_pass:ràpìmuru;2p_pass:ràpìstivu;3p_pass:ràpìranu,OK
règgiri,Verbo,"regir, gobernar",Español,1s:règgu;2s:règgi;3s:règgi;1p:règgimu;2p:règgiti;3p:règginu;1s_pass:règgii;2s_pass:règgisti;3s_pass:règgìu;1p_pass:règgìmuru;2p_pass:règgìstivu;3p_pass:règgìranu,OK
rìdiri,Verbo,"reírse, reír",Español,1s:rìdu;2s:rìdi;3s:rìdi;1p:rìdimu;2p:rìditi;3p:rìdinu;1s_pass:rìdii;2s_pass:rìdisti;3s_pass:rìdìu;1p_pass:rìdìmuru;2p_pass:rìdìstivu;3p_pass:rìdìranu,OK
rùmpiri,Verbo,romper,Español,1s:rùmpu;2s:rùmpi;3s:rùmpi;1p:rùmpimu;2p:rùmpiti;3p:rùmpinu;1s_pass:rùmpii;2s_pass:rùmpisti;3s_pass:rùmpìu;1p_pass:rùmpìmuru;2p_pass:rùmpìstivu;3p_pass:rùmpìranu,OK
sanguniari,Verbo,sangrar,Español,1s:sanguniu;2s:sangunias;3s:sangunia;1p:sanguniamu;2p:sanguniati;3p:sangunianu;1s_pass:sanguniai;2s_pass:sanguniasti;3s_pass:sanguniau;1p_pass:sanguniàmuru;2p_pass:sanguniàstivu;3p_pass:sanguniàranu,OK
santari,Verbo,saltar,Español,1s:santu;2s:santas;3s:santa;1p:santamu;2p:santati;3p:santanu;1s_pass:santai;2s_pass:santasti;3s_pass:santau;1p_pass:santàmuru;2p_pass:santàstivu;3p_pass:santàranu,OK
sapiri,Verbo,saber,Español,1s:sapu;2s:sapi;3s:sapi;1p:sapimu;2p:sapiti;3p:sapinu;1s_pass:sapii;2s_pass:sapisti;3s_pass:sapìu;1p_pass:sapìmuru;2p_pass:sapìstivu;3p_pass:sapìranu,OK
sarbari,Verbo,"1. salvar, 2. conservar",Español,1s:sarbu;2s:sarbas;3s:sarba;1p:sarbamu;2p:sarbati;3p:sarbanu;1s_pass:sarbai;2s_pass:sarbasti;3s_pass:sarbau;1p_pass:sarbàmuru;2p_pass:sarbàstivu;3p_pass:sarbàranu,OK
sarvari,Verbo,"1. salvar, 2. conservar",Español,1s:sarvu;2s:sarvas;3s:sarva;1p:sarvamu;2p:sarvati;3p:sarvanu;1s_pass:sarvai;2s_pass:sarvasti;3s_pass:sarvau;1p_pass:sarvàmuru;2p_pass:sarvàstivu;3p_pass:sarvàranu,OK
satari,Verbo,saltar,Español,1s:satu;2s:satas;3s:sata;1p:satamu;2p:satati;3p:satanu;1s_pass:satai;2s_pass:satasti;3s_pass:satau;1p_pass:satàmuru;2p_pass:satàstivu;3p_pass:satàranu,OK
sautari,Verbo,saltar,Español,1s:sautu;2s:sautas;3s:sauta;1p:sautamu;2p:sautati;3p:sautanu;1s_pass:sautai;2s_pass:sautasti;3s_pass:sautau;1p_pass:sautàmuru;2p_pass:sautàstivu;3p_pass:sautàranu,OK
savutari,Verbo,saltar,Español,1s:savutu;2s:savutas;3s:savuta;1p:savutamu;2p:savutati;3p:savutanu;1s_pass:savutai;2s_pass:savutasti;3s_pass:savutau;1p_pass:savutàmuru;2p_pass:savutàstivu;3p_pass:savutàranu,OK
sbagghiari,Verbo,equivocarse,Español,1s:sbagghiu;2s:sbagghias;3s:sbagghia;1p:sbagghiamu;2p:sbagghiati;3p:sbagghianu;1s_pass:sbagghiai;2s_pass:sbagghiasti;3s_pass:sbagghiau;1p_pass:sbagghiàmuru;2p_pass:sbagghiàstivu;3p_pass:sbagghiàranu,OK
sbagliari,Verbo,equivocarse,Español,1s:sbagliu;2s:sbaglias;3s:sbaglia;1p:sbagliamu;2p:sbagliati;3p:sbaglianu;1s_pass:sbagliai;2s_pass:sbagliasti;3s_pass:sbagliau;1p_pass:sbagliàmuru;2p_pass:sbagliàstivu;3p_pass:sbagliàranu,OK
sbarazzari,Verbo,"despejar, desobstruir",Español,1s:sbarazzu;2s:sbarazzas;3s:sbarazza;1p:sbarazzamu;2p:sbarazzati;3p:sbarazzanu;1s_pass:sbarazzai;2s_pass:sbarazzasti;3s_pass:sbarazzau;1p_pass:sbarazzàmuru;2p_pass:sbarazzàstivu;3p_pass:sbarazzàranu,OK
sbarrachiari,Verbo,spalancare,Italiano,1s:sbarrachiu;2s:sbarrachias;3s:sbarrachia;1p:sbarrachiamu;2p:sbarrachiati;3p:sbarrachianu;1s_pass:sbarrachiai;2s_pass:sbarrachiasti;3s_pass:sbarrachiau;1p_pass:sbarrachiàmuru;2p_pass:sbarrachiàstivu;3p_pass:sbarrachiàranu,OK
sbattuliari,Verbo,golpear,Español,1s:sbattuliu;2s:sbattulias;3s:sbattulia;1p:sbattuliamu;2p:sbattuliati;3p:sbattulianu;1s_pass:sbattuliai;2s_pass:sbattuliasti;3s_pass:sbattuliau;1p_pass:sbattuliàmuru;2p_pass:sbattuliàstivu;3p_pass:sbattuliàranu,OK
sbinnari,Verbo,dañar,Español,1s:sbinnu;2s:sbinnas;3s:sbinna;1p:sbinnamu;2p:sbinnati;3p:sbinnanu;1s_pass:sbinnai;2s_pass:sbinnasti;3s_pass:sbinnau;1p_pass:sbinnàmuru;2p_pass:sbinnàstivu;3p_pass:sbinnàranu,OK
sbintari,Verbo,"1. airear (ventilar), 2. desgasificar (quitar el gas)",Español,1s:sbintu;2s:sbintas;3s:sbinta;1p:sbintamu;2p:sbintati;3p:sbintanu;1s_pass:sbintai;2s_pass:sbintasti;3s_pass:sbintau;1p_pass:sbintàmuru;2p_pass:sbintàstivu;3p_pass:sbintàranu,OK
sbintuliari,Verbo,airear (ventilar),Español,1s:sbintuliu;2s:sbintulias;3s:sbintulia;1p:sbintuliamu;2p:sbintuliati;3p:sbintulianu;1s_pass:sbintuliai;2s_pass:sbintuliasti;3s_pass:sbintuliau;1p_pass:sbintuliàmuru;2p_pass:sbintuliàstivu;3p_pass:sbintuliàranu,OK
sbrumari,Verbo,exhalar,Español,1s:sbrumu;2s:sbrumas;3s:sbruma;1p:sbrumamu;2p:sbrumati;3p:sbrumanu;1s_pass:sbrumai;2s_pass:sbrumasti;3s_pass:sbrumau;1p_pass:sbrumàmuru;2p_pass:sbrumàstivu;3p_pass:sbrumàranu,OK
